i,x,Q,c,direction x,direction y,||direction||,alpha,"f(x,y)"
1882,[-3.46661445 16.66646514],"[[20  5]
 [ 5  2]]",[14 16],3.704387419389832e-05,-0.0001429569791131513,0.0001476785241409574,0.01,-99.06666665140284
1883,[-3.46661481 16.66646656],"[[20  5]
 [ 5  2]]",[14 16],3.678294831743756e-05,-0.00014195003323891342,0.00014663832112872784,0.01,-99.06666665161708
1884,[-3.46661518 16.66646797],"[[20  5]
 [ 5  2]]",[14 16],3.652386031660626e-05,-0.0001409501799898294,0.00014560544499294065,0.01,-99.06666665182834
1885,[-3.46661554 16.66646937],"[[20  5]
 [ 5  2]]",[14 16],3.6266597236433995e-05,-0.00013995736940941583,0.0001445798441246684,0.01,-99.06666665203664
1886,[-3.4666159  16.66647076],"[[20  5]
 [ 5  2]]",[14 16],3.601114625695345e-05,-0.00013897155188224986,0.00014356146727900407,0.01,-99.06666665224199
1887,[-3.46661626 16.66647214],"[[20  5]
 [ 5  2]]",[14 16],3.575749460082989e-05,-0.0001379926781588381,0.00014255026357596484,0.01,-99.0666666524445
1888,[-3.46661661 16.66647351],"[[20  5]
 [ 5  2]]",[14 16],3.5505629595533605e-05,-0.00013702069932364225,0.00014154618248513523,0.01,-99.06666665264413
1889,[-3.46661697 16.66647487],"[[20  5]
 [ 5  2]]",[14 16],3.525553864491826e-05,-0.0001360555668128427,0.00014054917383573347,0.01,-99.066666652841
1890,[-3.46661732 16.66647622],"[[20  5]
 [ 5  2]]",[14 16],3.50072092558662e-05,-0.00013509723241078575,0.00013955918781985606,0.01,-99.06666665303509
1891,[-3.46661766 16.66647756],"[[20  5]
 [ 5  2]]",[14 16],3.4760629018748546e-05,-0.00013414564822866737,0.00013857617496694166,0.01,-99.06666665322645
1892,[-3.46661801 16.66647889],"[[20  5]
 [ 5  2]]",[14 16],3.451578562874147e-05,-0.00013320076671519132,0.00013760008615943545,0.01,-99.06666665341513
1893,[-3.46661835 16.66648022],"[[20  5]
 [ 5  2]]",[14 16],3.427266684496999e-05,-0.00013226254066189824,0.00013663087262769932,0.01,-99.06666665360117
1894,[-3.46661869 16.66648153],"[[20  5]
 [ 5  2]]",[14 16],3.4031260518929685e-05,-0.00013133092318717843,0.00013566848594166525,0.01,-99.06666665378455
1895,[-3.46661903 16.66648283],"[[20  5]
 [ 5  2]]",[14 16],3.379155456251226e-05,-0.00013040586775225904,0.00013471287801829088,0.01,-99.06666665396534
1896,[-3.46661937 16.66648413],"[[20  5]
 [ 5  2]]",[14 16],3.355353702971797e-05,-0.00012948732812567698,0.00013376400110766496,0.01,-99.06666665414366
1897,[-3.4666197  16.66648541],"[[20  5]
 [ 5  2]]",[14 16],3.3317196042048636e-05,-0.0001285752584117006,0.00013282180780180595,0.01,-99.06666665431946
1898,[-3.46662003 16.66648669],"[[20  5]
 [ 5  2]]",[14 16],3.308251976719134e-05,-0.00012766961304322422,0.0001318862510224368,0.01,-99.06666665449282
1899,[-3.46662036 16.66648796],"[[20  5]
 [ 5  2]]",[14 16],3.284949648474367e-05,-0.00012677034676578103,0.00013095728402199533,0.01,-99.06666665466366
1900,[-3.46662068 16.66648922],"[[20  5]
 [ 5  2]]",[14 16],3.2618114508053964e-05,-0.00012587741465530655,0.0001300348603812243,0.01,-99.06666665483218
1901,[-3.46662101 16.66649047],"[[20  5]
 [ 5  2]]",[14 16],3.238836234409348e-05,-0.00012499077208616427,0.00012911893401832187,0.01,-99.0666666549983
1902,[-3.46662133 16.66649171],"[[20  5]
 [ 5  2]]",[14 16],3.2160228489175324e-05,-0.00012411037475956732,0.00012820945916521218,0.01,-99.06666665516212
1903,[-3.46662165 16.66649294],"[[20  5]
 [ 5  2]]",[14 16],3.1933701523101377e-05,-0.000123236178691144,0.00012730639037912474,0.01,-99.0666666553236
1904,[-3.46662197 16.66649416],"[[20  5]
 [ 5  2]]",[14 16],3.170877014824214e-05,-0.0001223681401931742,0.00012640968253520136,0.01,-99.06666665548286
1905,[-3.46662228 16.66649538],"[[20  5]
 [ 5  2]]",[14 16],3.148542313446967e-05,-0.00012150621589768207,0.00012551929083503747,0.01,-99.06666665563984
1906,[-3.46662259 16.66649658],"[[20  5]
 [ 5  2]]",[14 16],3.126364930494674e-05,-0.00012065036273511964,0.00012463517078248275,0.01,-99.06666665579462
1907,[-3.4666229  16.66649778],"[[20  5]
 [ 5  2]]",[14 16],3.1043437571653953e-05,-0.00011980053794857781,0.00012375727820630917,0.01,-99.06666665594724
1908,[-3.46662321 16.66649897],"[[20  5]
 [ 5  2]]",[14 16],3.082477695315333e-05,-0.00011895669906891726,0.00012288556924059307,0.01,-99.06666665609771
1909,[-3.46662352 16.66650015],"[[20  5]
 [ 5  2]]",[14 16],3.0607656512415815e-05,-0.00011811880393608476,0.0001220200003297544,0.01,-99.0666666562461
1910,[-3.46662382 16.66650133],"[[20  5]
 [ 5  2]]",[14 16],3.039206542609918e-05,-0.00011728681068134961,0.0001211605282287389,0.01,-99.06666665639237
1911,[-3.46662412 16.66650249],"[[20  5]
 [ 5  2]]",[14 16],3.0177992860203062e-05,-0.00011646067773973812,0.00012030710998386422,0.01,-99.06666665653658
1912,[-3.46662442 16.66650365],"[[20  5]
 [ 5  2]]",[14 16],2.9965428190337207e-05,-0.00011564036382516463,0.00011945970296399827,0.01,-99.0666666566788
1913,[-3.46662472 16.6665048 ],"[[20  5]
 [ 5  2]]",[14 16],2.975436074592608e-05,-0.00011482582795885321,0.00011861826482390839,0.01,-99.066666656819
1914,[-3.46662502 16.66650594],"[[20  5]
 [ 5  2]]",[14 16],2.954477999850269e-05,-0.00011401702943381054,0.00011778275351710173,0.01,-99.06666665695725
1915,[-3.46662531 16.66650707],"[[20  5]
 [ 5  2]]",[14 16],2.9336675458679906e-05,-0.00011321392784502393,0.00011695312729921418,0.01,-99.06666665709358
1916,[-3.4666256  16.66650819],"[[20  5]
 [ 5  2]]",[14 16],2.913003677207371e-05,-0.00011241648306103968,0.0001161293447245587,0.01,-99.06666665722796
1917,[-3.46662589 16.66650931],"[[20  5]
 [ 5  2]]",[14 16],2.8924853570089226e-05,-0.00011162465523639753,0.00011531136462073335,0.01,-99.06666665736044
1918,[-3.46662618 16.66651042],"[[20  5]
 [ 5  2]]",[14 16],2.8721115610252923e-05,-0.00011083840481163065,0.00011449914612382235,0.01,-99.06666665749108
1919,[-3.46662646 16.66651152],"[[20  5]
 [ 5  2]]",[14 16],2.8518812731803678e-05,-0.00011005769249727848,0.00011369264865178045,0.01,-99.06666665761989
1920,[-3.46662675 16.66651261],"[[20  5]
 [ 5  2]]",[14 16],2.8317934804178435e-05,-0.00010928247928632118,0.00011289183190354791,0.01,-99.06666665774686
1921,[-3.46662703 16.6665137 ],"[[20  5]
 [ 5  2]]",[14 16],2.811847180339555e-05,-0.00010851272644174514,0.00011209665586617367,0.01,-99.06666665787209
1922,[-3.46662731 16.66651477],"[[20  5]
 [ 5  2]]",[14 16],2.7920413756987728e-05,-0.00010774839550720117,0.00011130708081131963,0.01,-99.06666665799554
1923,[-3.46662758 16.66651584],"[[20  5]
 [ 5  2]]",[14 16],2.7723750767094657e-05,-0.00010698944828568813,0.00011052306728041851,0.01,-99.06666665811727
1924,[-3.46662786 16.66651691],"[[20  5]
 [ 5  2]]",[14 16],2.7528473045990154e-05,-0.00010623584685554022,0.00010974457610906154,0.01,-99.06666665823727
1925,[-3.46662813 16.66651796],"[[20  5]
 [ 5  2]]",[14 16],2.7334570770420896e-05,-0.0001054875535722033,0.0001089715683921802,0.01,-99.06666665835562
1926,[-3.4666284  16.66651901],"[[20  5]
 [ 5  2]]",[14 16],2.714203429832196e-05,-0.00010474453103981318,0.00010820400551089443,0.01,-99.06666665847229
1927,[-3.46662867 16.66652005],"[[20  5]
 [ 5  2]]",[14 16],2.695085398229935e-05,-0.000104006742137841,0.00010744184911151972,0.01,-99.06666665858732
1928,[-3.46662894 16.66652108],"[[20  5]
 [ 5  2]]",[14 16],2.676102028331684e-05,-0.0001032741499962242,0.00010668506111001067,0.01,-99.06666665870074
1929,[-3.46662921 16.66652211],"[[20  5]
 [ 5  2]]",[14 16],2.6572523738721543e-05,-0.00010254671800780102,0.00010593360369597733,0.01,-99.06666665881257
1930,[-3.46662947 16.66652312],"[[20  5]
 [ 5  2]]",[14 16],2.6385354887636936e-05,-0.00010182440983186325,0.00010518743931740992,0.01,-99.06666665892281
1931,[-3.46662973 16.66652413],"[[20  5]
 [ 5  2]]",[14 16],2.6199504413071395e-05,-0.00010110718937816898,0.00010444653070084939,0.01,-99.06666665903151
1932,[-3.46662999 16.66652514],"[[20  5]
 [ 5  2]]",[14 16],2.6014962992704227e-05,-0.00010039502081049534,0.0001037108408173975,0.01,-99.06666665913868
1933,[-3.46663025 16.66652614],"[[20  5]
 [ 5  2]]",[14 16],2.5831721425007004e-05,-9.968786854663847e-05,0.00010298033291435329,0.01,-99.06666665924439
1934,[-3.46663051 16.66652713],"[[20  5]
 [ 5  2]]",[14 16],2.5649770581281928e-05,-9.898569724597905e-05,0.00010225497049114541,0.01,-99.06666665934858
1935,[-3.46663076 16.66652811],"[[20  5]
 [ 5  2]]",[14 16],2.5469101323949417e-05,-9.828847183079858e-05,0.00010153471729946998,0.01,-99.0666666594513
1936,[-3.46663102 16.66652908],"[[20  5]
 [ 5  2]]",[14 16],2.528970464510394e-05,-9.759615746141037e-05,0.00010081953735397222,0.01,-99.06666665955258
1937,[-3.46663127 16.66653005],"[[20  5]
 [ 5  2]]",[14 16],2.5111571577696168e-05,-9.690871954859404e-05,0.00010010939492200425,0.01,-99.06666665965247
1938,[-3.46663152 16.66653102],"[[20  5]
 [ 5  2]]",[14 16],2.493469324349462e-05,-9.622612373405559e-05,9.940425451674064e-05,0.01,-99.06666665975092
1939,[-3.46663176 16.66653197],"[[20  5]
 [ 5  2]]",[14 16],2.475906077847867e-05,-9.554833592417822e-05,9.870408091113562e-05,0.01,-99.06666665984802
1940,[-3.46663201 16.66653292],"[[20  5]
 [ 5  2]]",[14 16],2.458466541810367e-05,-9.487532224561335e-05,9.800883911632193e-05,0.01,-99.06666665994372
1941,[-3.46663225 16.66653386],"[[20  5]
 [ 5  2]]",[14 16],2.4411498447562963e-05,-9.420704907370236e-05,9.731849439664762e-05,0.01,-99.06666666003808
1942,[-3.4666325 16.6665348],"[[20  5]
 [ 5  2]]",[14 16],2.423955119645882e-05,-9.354348301826576e-05,9.663301225458266e-05,0.01,-99.06666666013112
1943,[-3.46663274 16.66653573],"[[20  5]
 [ 5  2]]",[14 16],2.4068815100974916e-05,-9.288459091827406e-05,9.595235844115576e-05,0.01,-99.0666666602229
1944,[-3.46663298 16.66653665],"[[20  5]
 [ 5  2]]",[14 16],2.3899281639927494e-05,-9.223033985250595e-05,9.527649895023076e-05,0.01,-99.06666666031336
1945,[-3.46663321 16.66653756],"[[20  5]
 [ 5  2]]",[14 16],2.3730942315225434e-05,-9.158069713421924e-05,9.460540000844639e-05,0.01,-99.06666666040253
1946,[-3.46663345 16.66653847],"[[20  5]
 [ 5  2]]",[14 16],2.3563788701608246e-05,-9.09356303075981e-05,9.393902808425366e-05,0.01,-99.06666666049048
1947,[-3.46663368 16.66653938],"[[20  5]
 [ 5  2]]",[14 16],2.3397812473291424e-05,-9.029510713887134e-05,9.327734988600162e-05,0.01,-99.06666666057718
1948,[-3.46663391 16.66654027],"[[20  5]
 [ 5  2]]",[14 16],2.3233005336464885e-05,-8.965909561808871e-05,9.262033234672493e-05,0.01,-99.06666666066266
1949,[-3.46663415 16.66654116],"[[20  5]
 [ 5  2]]",[14 16],2.306935906126739e-05,-8.902756396977907e-05,9.196794264248159e-05,0.01,-99.0666666607469
1950,[-3.46663437 16.66654205],"[[20  5]
 [ 5  2]]",[14 16],2.2906865440930346e-05,-8.840048064229222e-05,9.13201481717872e-05,0.01,-99.06666666083
1951,[-3.4666346  16.66654293],"[[20  5]
 [ 5  2]]",[14 16],2.274551638237199e-05,-8.777781430246989e-05,9.067691657318108e-05,0.01,-99.06666666091198
1952,[-3.46663483 16.6665438 ],"[[20  5]
 [ 5  2]]",[14 16],2.2585303817379554e-05,-8.715953383919839e-05,9.003821570638608e-05,0.01,-99.06666666099275
1953,[-3.46663505 16.66654466],"[[20  5]
 [ 5  2]]",[14 16],2.2426219763005406e-05,-8.654560834919778e-05,8.940401365370207e-05,0.01,-99.0666666610724
1954,[-3.46663527 16.66654552],"[[20  5]
 [ 5  2]]",[14 16],2.2268256216761984e-05,-8.593600717077265e-05,8.877427872638812e-05,0.01,-99.0666666611509
1955,[-3.4666355  16.66654638],"[[20  5]
 [ 5  2]]",[14 16],2.2111405328928413e-05,-8.533069983940322e-05,8.814897946489506e-05,0.01,-99.06666666122835
1956,[-3.46663572 16.66654722],"[[20  5]
 [ 5  2]]",[14 16],2.195565924978382e-05,-8.47296561126143e-05,8.752808462461917e-05,0.01,-99.06666666130468
1957,[-3.46663593 16.66654806],"[[20  5]
 [ 5  2]]",[14 16],2.1801010209543392e-05,-8.413284595221171e-05,8.691156317875776e-05,0.01,-99.06666666137998
1958,[-3.46663615 16.6665489 ],"[[20  5]
 [ 5  2]]",[14 16],2.164745047217309e-05,-8.354023953849321e-05,8.62993843204806e-05,0.01,-99.0666666614542
1959,[-3.46663637 16.66654973],"[[20  5]
 [ 5  2]]",[14 16],2.149497236914044e-05,-8.295180726847207e-05,8.569151746967634e-05,0.01,-99.06666666152738
1960,[-3.46663658 16.66655055],"[[20  5]
 [ 5  2]]",[14 16],2.134356825322925e-05,-8.236751974521894e-05,8.508793225105007e-05,0.01,-99.06666666159948
1961,[-3.46663679 16.66655137],"[[20  5]
 [ 5  2]]",[14 16],2.1193230587357448e-05,-8.178734776187468e-05,8.448859850092633e-05,0.01,-99.06666666167061
1962,[-3.466637   16.66655218],"[[20  5]
 [ 5  2]]",[14 16],2.1043951862864674e-05,-8.121126233717746e-05,8.389348628114357e-05,0.01,-99.06666666174075
1963,[-3.46663721 16.66655299],"[[20  5]
 [ 5  2]]",[14 16],2.089572460306499e-05,-8.063923468171197e-05,8.33025658472736e-05,0.01,-99.06666666180992
1964,[-3.46663742 16.66655379],"[[20  5]
 [ 5  2]]",[14 16],2.074854141653759e-05,-8.007123621922574e-05,8.27158076826239e-05,0.01,-99.06666666187809
1965,[-3.46663762 16.66655458],"[[20  5]
 [ 5  2]]",[14 16],2.060239493140159e-05,-7.950723856886555e-05,8.213318246455535e-05,0.01,-99.06666666194529
1966,[-3.46663783 16.66655537],"[[20  5]
 [ 5  2]]",[14 16],2.045727786281759e-05,-7.894721354695378e-05,8.155466108313398e-05,0.01,-99.06666666201158
1967,[-3.46663803 16.66655616],"[[20  5]
 [ 5  2]]",[14 16],2.0313182970355115e-05,-7.839113316876478e-05,8.098021463215653e-05,0.01,-99.06666666207695
1968,[-3.46663823 16.66655694],"[[20  5]
 [ 5  2]]",[14 16],2.0170103040229037e-05,-7.78389696520776e-05,8.040981440813374e-05,0.01,-99.06666666214133
1969,[-3.46663843 16.66655771],"[[20  5]
 [ 5  2]]",[14 16],2.002803091016858e-05,-7.72906954100705e-05,7.984343190965028e-05,0.01,-99.06666666220487
1970,[-3.46663863 16.66655848],"[[20  5]
 [ 5  2]]",[14 16],1.9886959501391743e-05,-7.674628304776832e-05,7.92810388419461e-05,0.01,-99.06666666226754
1971,[-3.46663883 16.66655924],"[[20  5]
 [ 5  2]]",[14 16],1.9746881754656442e-05,-7.620570536381877e-05,7.8722607102595e-05,0.01,-99.06666666232928
1972,[-3.46663903 16.66656   ],"[[20  5]
 [ 5  2]]",[14 16],1.9607790664011304e-05,-7.56689353487161e-05,7.816810878825115e-05,0.01,-99.06666666239015
1973,[-3.46663922 16.66656075],"[[20  5]
 [ 5  2]]",[14 16],1.9469679285677444e-05,-7.513594617591934e-05,7.761751618827921e-05,0.01,-99.06666666245017
1974,[-3.46663941 16.66656149],"[[20  5]
 [ 5  2]]",[14 16],1.933254073982482e-05,-7.460671121783946e-05,7.707080180067598e-05,0.01,-99.06666666250938
1975,[-3.46663961 16.66656223],"[[20  5]
 [ 5  2]]",[14 16],1.9196368144847042e-05,-7.408120402985219e-05,7.652793830010768e-05,0.01,-99.06666666256775
1976,[-3.4666398  16.66656297],"[[20  5]
 [ 5  2]]",[14 16],1.906115473637726e-05,-7.355939835385072e-05,7.598889857120324e-05,0.01,-99.06666666262527
1977,[-3.46663999 16.6665637 ],"[[20  5]
 [ 5  2]]",[14 16],1.8926893687876145e-05,-7.304126812712752e-05,7.545365567214819e-05,0.01,-99.06666666268202
1978,[-3.46664017 16.66656443],"[[20  5]
 [ 5  2]]",[14 16],1.879357834688733e-05,-7.252678745217622e-05,7.492218286471463e-05,0.01,-99.06666666273799
1979,[-3.46664036 16.66656515],"[[20  5]
 [ 5  2]]",[14 16],1.8661202057401738e-05,-7.201593062156064e-05,7.43944535937768e-05,0.01,-99.06666666279311
1980,[-3.46664055 16.66656586],"[[20  5]
 [ 5  2]]",[14 16],1.8529758179397504e-05,-7.150867211080936e-05,7.387044148533426e-05,0.01,-99.0666666628475
1981,[-3.46664073 16.66656657],"[[20  5]
 [ 5  2]]",[14 16],1.8399240140354323e-05,-7.10049865784157e-05,7.335012035943376e-05,0.01,-99.06666666290107
1982,[-3.46664091 16.66656728],"[[20  5]
 [ 5  2]]",[14 16],1.8269641431700734e-05,-7.050484885695596e-05,7.283346422068031e-05,0.01,-99.06666666295396
1983,[-3.46664109 16.66656798],"[[20  5]
 [ 5  2]]",[14 16],1.8140955591050556e-05,-7.000823395131306e-05,7.232044725206177e-05,0.01,-99.06666666300606
1984,[-3.46664127 16.66656867],"[[20  5]
 [ 5  2]]",[14 16],1.8013176168452105e-05,-6.951511705288738e-05,7.181104382023926e-05,0.01,-99.06666666305745
1985,[-3.46664145 16.66656936],"[[20  5]
 [ 5  2]]",[14 16],1.7886296799218826e-05,-6.902547351472776e-05,7.130522846974217e-05,0.01,-99.06666666310812
1986,[-3.46664163 16.66657005],"[[20  5]
 [ 5  2]]",[14 16],1.776031110978238e-05,-6.853927888883504e-05,7.08029759354631e-05,0.01,-99.06666666315807
1987,[-3.46664181 16.66657073],"[[20  5]
 [ 5  2]]",[14 16],1.763521283493219e-05,-6.805650886754222e-05,7.030426111532081e-05,0.01,-99.06666666320736
1988,[-3.46664198 16.6665714 ],"[[20  5]
 [ 5  2]]",[14 16],1.7510995693470477e-05,-6.75771393368052e-05,6.980905909065619e-05,0.01,-99.06666666325589
1989,[-3.46664216 16.66657207],"[[20  5]
 [ 5  2]]",[14 16],1.7387653517886292e-05,-6.710114633534658e-05,6.931734511920996e-05,0.01,-99.06666666330375
1990,[-3.46664233 16.66657274],"[[20  5]
 [ 5  2]]",[14 16],1.7265180126457835e-05,-6.662850608485371e-05,6.882909463227322e-05,0.01,-99.06666666335099
1991,[-3.4666425 16.6665734],"[[20  5]
 [ 5  2]]",[14 16],1.714356941917572e-05,-6.61591949686624e-05,6.834428323811423e-05,0.01,-99.06666666339748
1992,[-3.46664267 16.66657406],"[[20  5]
 [ 5  2]]",[14 16],1.7022815281819703e-05,-6.569318953708603e-05,6.786288670307552e-05,0.01,-99.0666666634434
1993,[-3.46664284 16.66657471],"[[20  5]
 [ 5  2]]",[14 16],1.6902911708527313e-05,-6.52304665109682e-05,6.738488098575832e-05,0.01,-99.06666666348868
1994,[-3.46664301 16.66657536],"[[20  5]
 [ 5  2]]",[14 16],1.6783852688107004e-05,-6.47710027692483e-05,6.69102421964683e-05,0.01,-99.06666666353328
1995,[-3.46664317 16.666576  ],"[[20  5]
 [ 5  2]]",[14 16],1.6665632282197862e-05,-6.431477534896146e-05,6.643894661682119e-05,0.01,-99.06666666357725
1996,[-3.46664334 16.66657664],"[[20  5]
 [ 5  2]]",[14 16],1.6548244595071537e-05,-6.386176145589673e-05,6.597097070248528e-05,0.01,-99.06666666362062
1997,[-3.4666435  16.66657727],"[[20  5]
 [ 5  2]]",[14 16],1.6431683738105107e-05,-6.34119384574916e-05,6.550629106739145e-05,0.01,-99.0666666636634
1998,[-3.46664367 16.6665779 ],"[[20  5]
 [ 5  2]]",[14 16],1.6315943915046205e-05,-6.296528387572664e-05,6.504488449824302e-05,0.01,-99.06666666370558
1999,[-3.46664383 16.66657853],"[[20  5]
 [ 5  2]]",[14 16],1.6201019327866106e-05,-6.252177539600723e-05,6.458672793949749e-05,0.01,-99.06666666374713
2000,[-3.46664399 16.66657915],"[[20  5]
 [ 5  2]]",[14 16],1.608690423360315e-05,-6.208139085295272e-05,6.413179849386887e-05,0.01,-99.06666666378808
2001,[-3.46664415 16.66657977],"[[20  5]
 [ 5  2]]",[14 16],1.5973592917717383e-05,-6.164410825171274e-05,6.368007343627856e-05,0.01,-99.06666666382853
2002,[-3.46664431 16.66658038],"[[20  5]
 [ 5  2]]",[14 16],1.586107974027584e-05,-6.120990573599272e-05,6.323153019448844e-05,0.01,-99.06666666386838
2003,[-3.46664446 16.66658099],"[[20  5]
 [ 5  2]]",[14 16],1.5749359080885483e-05,-6.077876160759388e-05,6.278614635420299e-05,0.01,-99.06666666390764
2004,[-3.46664462 16.66658159],"[[20  5]
 [ 5  2]]",[14 16],1.5638425344022266e-05,-6.0350654328189535e-05,6.234389966212557e-05,0.01,-99.06666666394636
2005,[-3.46664478 16.66658219],"[[20  5]
 [ 5  2]]",[14 16],1.5528272978571067e-05,-5.992556251044334e-05,6.190476802226201e-05,0.01,-99.06666666398455
2006,[-3.46664493 16.66658278],"[[20  5]
 [ 5  2]]",[14 16],1.5418896509800106e-05,-5.950346491090386e-05,6.146872949706291e-05,0.01,-99.0666666640222
2007,[-3.46664508 16.66658337],"[[20  5]
 [ 5  2]]",[14 16],1.5310290452319464e-05,-5.908434043888633e-05,6.103576229418784e-05,0.01,-99.0666666640593
2008,[-3.46664524 16.66658396],"[[20  5]
 [ 5  2]]",[14 16],1.5202449370477211e-05,-5.866816815647269e-05,6.0605844781655165e-05,0.01,-99.06666666409592
2009,[-3.46664539 16.66658454],"[[20  5]
 [ 5  2]]",[14 16],1.5095367903228407e-05,-5.825492726074799e-05,6.017895547688459e-05,0.01,-99.06666666413199
2010,[-3.46664554 16.66658512],"[[20  5]
 [ 5  2]]",[14 16],1.4989040693080824e-05,-5.7844597108669404e-05,5.975507305294772e-05,0.01,-99.06666666416761
2011,[-3.46664569 16.6665857 ],"[[20  5]
 [ 5  2]]",[14 16],1.4883462416293014e-05,-5.743715720285536e-05,5.933417633238643e-05,0.01,-99.06666666420269
2012,[-3.46664583 16.66658627],"[[20  5]
 [ 5  2]]",[14 16],1.4778627791756094e-05,-5.7032587177374694e-05,5.891624427568436e-05,0.01,-99.06666666423725
2013,[-3.46664598 16.66658683],"[[20  5]
 [ 5  2]]",[14 16],1.4674531580993744e-05,-5.663086682616836e-05,5.850125600877984e-05,0.01,-99.06666666427138
2014,[-3.46664613 16.6665874 ],"[[20  5]
 [ 5  2]]",[14 16],1.457116860414942e-05,-5.6231976071074996e-05,5.808919079612403e-05,0.01,-99.06666666430496
2015,[-3.46664627 16.66658795],"[[20  5]
 [ 5  2]]",[14 16],1.4468533692024721e-05,-5.58358949760418e-05,5.768002804240671e-05,0.01,-99.06666666433813
2016,[-3.46664641 16.66658851],"[[20  5]
 [ 5  2]]",[14 16],1.4366621693184811e-05,-5.5442603764888077e-05,5.7273747311534194e-05,0.01,-99.06666666437081
2017,[-3.46664656 16.66658906],"[[20  5]
 [ 5  2]]",[14 16],1.4265427537907271e-05,-5.505208277511997e-05,5.68703282979617e-05,0.01,-99.06666666440309
2018,[-3.4666467  16.66658961],"[[20  5]
 [ 5  2]]",[14 16],1.416494617423325e-05,-5.466431249878667e-05,5.646975085020236e-05,0.01,-99.06666666443482
2019,[-3.46664684 16.66659015],"[[20  5]
 [ 5  2]]",[14 16],1.4065172559085681e-05,-5.427927355761142e-05,5.6071994944525306e-05,0.01,-99.06666666446617
2020,[-3.46664698 16.66659069],"[[20  5]
 [ 5  2]]",[14 16],1.3966101732876268e-05,-5.389694671009693e-05,5.567704071054852e-05,0.01,-99.06666666449708
2021,[-3.46664712 16.66659122],"[[20  5]
 [ 5  2]]",[14 16],1.3867728723582218e-05,-5.351731286395989e-05,5.528486841921425e-05,0.01,-99.06666666452752
2022,[-3.46664725 16.66659175],"[[20  5]
 [ 5  2]]",[14 16],1.3770048619576869e-05,-5.314035304415654e-05,5.489545847010578e-05,0.01,-99.06666666455754
2023,[-3.46664739 16.66659228],"[[20  5]
 [ 5  2]]",[14 16],1.3673056542984341e-05,-5.276604841597532e-05,5.4508791407117974e-05,0.01,-99.06666666458717
2024,[-3.46664753 16.66659281],"[[20  5]
 [ 5  2]]",[14 16],1.3576747637245035e-05,-5.2394380279707775e-05,5.412484791017957e-05,0.01,-99.06666666461635
2025,[-3.46664766 16.66659333],"[[20  5]
 [ 5  2]]",[14 16],1.348111713639355e-05,-5.202533005288501e-05,5.3743608795435244e-05,0.01,-99.06666666464511
2026,[-3.4666478  16.66659384],"[[20  5]
 [ 5  2]]",[14 16],1.3386160206962927e-05,-5.1658879307581174e-05,5.336505501169952e-05,0.01,-99.06666666467349
2027,[-3.46664793 16.66659436],"[[20  5]
 [ 5  2]]",[14 16],1.3291872139831185e-05,-5.129500972955725e-05,5.298916764902987e-05,0.01,-99.06666666470147
2028,[-3.46664806 16.66659486],"[[20  5]
 [ 5  2]]",[14 16],1.3198248201007345e-05,-5.0933703139577347e-05,5.261592792193239e-05,0.01,-99.06666666472907
2029,[-3.46664819 16.66659537],"[[20  5]
 [ 5  2]]",[14 16],1.3105283716896565e-05,-5.057494148630326e-05,5.2245317183871635e-05,0.01,-99.06666666475628
2030,[-3.46664832 16.66659587],"[[20  5]
 [ 5  2]]",[14 16],1.3012974065418348e-05,-5.0218706839189053e-05,5.187731691816438e-05,0.01,-99.06666666478309
2031,[-3.46664845 16.66659637],"[[20  5]
 [ 5  2]]",[14 16],1.2921314581859633e-05,-4.986498140979734e-05,5.151190873499848e-05,0.01,-99.0666666648095
2032,[-3.46664858 16.66659687],"[[20  5]
 [ 5  2]]",[14 16],1.2830300732957767e-05,-4.9513747509166706e-05,5.114907437383055e-05,0.01,-99.0666666648356
2033,[-3.46664871 16.66659736],"[[20  5]
 [ 5  2]]",[14 16],1.2739927953475672e-05,-4.9164987597549725e-05,5.078879571054003e-05,0.01,-99.06666666486132
2034,[-3.46664883 16.66659785],"[[20  5]
 [ 5  2]]",[14 16],1.265019174567783e-05,-4.881868424533309e-05,5.043105474455148e-05,0.01,-99.06666666488665
2035,[-3.46664896 16.66659833],"[[20  5]
 [ 5  2]]",[14 16],1.2561087608276011e-05,-4.847482014902482e-05,5.007583359648732e-05,0.01,-99.06666666491162
2036,[-3.46664908 16.66659881],"[[20  5]
 [ 5  2]]",[14 16],1.247261109860176e-05,-4.813337812414886e-05,4.972311451688496e-05,0.01,-99.06666666493625
2037,[-3.46664921 16.66659929],"[[20  5]
 [ 5  2]]",[14 16],1.2384757795302903e-05,-4.779434111412684e-05,4.937287988543742e-05,0.01,-99.0666666649606
2038,[-3.46664933 16.66659977],"[[20  5]
 [ 5  2]]",[14 16],1.229752330367262e-05,-4.745769217784357e-05,4.902511220029308e-05,0.01,-99.06666666498452
2039,[-3.46664945 16.66660024],"[[20  5]
 [ 5  2]]",[14 16],1.221090325032037e-05,-4.7123414500305216e-05,4.867979408703636e-05,0.01,-99.06666666500811
2040,[-3.46664957 16.6666007 ],"[[20  5]
 [ 5  2]]",[14 16],1.2124893308040896e-05,-4.679149137309935e-05,4.833690828601066e-05,0.01,-99.06666666503139
2041,[-3.46664969 16.66660117],"[[20  5]
 [ 5  2]]",[14 16],1.2039489210025067e-05,-4.6461906215711224e-05,4.7996437676517776e-05,0.01,-99.06666666505434
