i,x,Q,c,direction x,direction y,||direction||,alpha,"f(x,y)"
760,[-3.32137761 16.10597787],"[[20  5]
 [ 5  2]]",[14 16],0.10306318145112492,-0.3977338060869169,0.4108700522978192,0.01,-98.94851537118075
761,[-3.32240098 16.10992719],"[[20  5]
 [ 5  2]]",[14 16],0.10233723546525653,-0.39493228903773314,0.4079760074897235,0.01,-98.95017395348587
762,[-3.32341714 16.1138487 ],"[[20  5]
 [ 5  2]]",[14 16],0.10161640282409756,-0.39215050503023896,0.40510234746096047,0.01,-98.95180925297174
763,[-3.32442615 16.11774258],"[[20  5]
 [ 5  2]]",[14 16],0.10090064751079098,-0.38938831507083727,0.40224892862728984,0.01,-98.95342159647744
764,[-3.32542805 16.12160904],"[[20  5]
 [ 5  2]]",[14 16],0.10018993376218255,-0.3866455811449576,0.3994156084158361,0.01,-98.95501130625411
765,[-3.32642289 16.12544826],"[[20  5]
 [ 5  2]]",[14 16],0.09948422606700014,-0.38392216621016395,0.3966022452579596,0.01,-98.95657870002913
766,[-3.32741072 16.12926044],"[[20  5]
 [ 5  2]]",[14 16],0.09878348916410928,-0.38121793418931205,0.3938086985821953,0.01,-98.95812409106969
767,[-3.3283916  16.13304576],"[[20  5]
 [ 5  2]]",[14 16],0.09808768804075108,-0.3785327499637319,0.3910348288072111,0.01,-98.95964778824542
768,[-3.32936557 16.13680443],"[[20  5]
 [ 5  2]]",[14 16],0.09739678793079598,-0.37586647936649165,0.3882804973348491,0.01,-98.96115009609008
769,[-3.33033268 16.14053662],"[[20  5]
 [ 5  2]]",[14 16],0.09671075431296217,-0.37321898917570095,0.38554556654319616,0.01,-98.96263131486249
770,[-3.33129297 16.14424252],"[[20  5]
 [ 5  2]]",[14 16],0.09602955290914572,-0.370590147107837,0.3828298997797046,0.01,-98.96409174060648
771,[-3.3322465  16.14792232],"[[20  5]
 [ 5  2]]",[14 16],0.0953531496827118,-0.36797982181113653,0.38013336135436654,0.01,-98.96553166521005
772,[-3.33319332 16.1515762 ],"[[20  5]
 [ 5  2]]",[14 16],0.09468151083673604,-0.36538788285904644,0.37745581653293303,0.01,-98.96695137646381
773,[-3.33413347 16.15520434],"[[20  5]
 [ 5  2]]",[14 16],0.09401460281235074,-0.36281420074370274,0.37479713153018646,0.01,-98.96835115811837
774,[-3.33506699 16.15880693],"[[20  5]
 [ 5  2]]",[14 16],0.09335239228705738,-0.36025864686944686,0.37215717350324107,0.01,-98.9697312899411
775,[-3.33599394 16.16238414],"[[20  5]
 [ 5  2]]",[14 16],0.09269484617311008,-0.35772109354641124,0.3695358105449279,0.01,-98.97109204777215
776,[-3.33691436 16.16593615],"[[20  5]
 [ 5  2]]",[14 16],0.09204193161582097,-0.35520141398413685,0.36693291167719155,0.01,-98.97243370357938
777,[-3.33782829 16.16946315],"[[20  5]
 [ 5  2]]",[14 16],0.0913936159918709,-0.35269948228524406,0.3643483468445393,0.01,-98.97375652551284
778,[-3.33873579 16.1729653 ],"[[20  5]
 [ 5  2]]",[14 16],0.09074986690775688,-0.3502151734391319,0.3617819869075529,0.01,-98.97506077795846
779,[-3.3396369  16.17644278],"[[20  5]
 [ 5  2]]",[14 16],0.09011065219817027,-0.3477483633157359,0.3592337036364387,0.01,-98.97634672159057
780,[-3.34053166 16.17989577],"[[20  5]
 [ 5  2]]",[14 16],0.08947593992433234,-0.3452989286593269,0.35670336970460714,0.01,-98.97761461342442
781,[-3.34142011 16.18332444],"[[20  5]
 [ 5  2]]",[14 16],0.0888456983724275,-0.34286674708235765,0.35419085868232364,0.01,-98.97886470686721
782,[-3.34230231 16.18672896],"[[20  5]
 [ 5  2]]",[14 16],0.08821989605206682,-0.3404516970593292,0.3516960450303852,0.01,-98.98009725176891
783,[-3.3431783  16.19010949],"[[20  5]
 [ 5  2]]",[14 16],0.08759850169461814,-0.3380536579207458,0.3492188040938498,0.01,-98.98131249447214
784,[-3.34404811 16.19346622],"[[20  5]
 [ 5  2]]",[14 16],0.08698148425173002,-0.33567250984705943,0.34675901209580434,0.01,-98.98251067786143
785,[-3.3449118 16.1967993],"[[20  5]
 [ 5  2]]",[14 16],0.08636881289375076,-0.33330813386270464,0.3443165461311936,0.01,-98.98369204141169
786,[-3.34576941 16.2001089 ],"[[20  5]
 [ 5  2]]",[14 16],0.08576045700813317,-0.33096041183013725,0.3418912841606494,0.01,-98.9848568212362
787,[-3.34662097 16.20339519],"[[20  5]
 [ 5  2]]",[14 16],0.0851563861980047,-0.3286292264439439,0.33948310500442974,0.01,-98.98600525013376
788,[-3.34746654 16.20665834],"[[20  5]
 [ 5  2]]",[14 16],0.08455657028058639,-0.3263144612249711,0.33709188833633913,0.01,-98.98713755763507
789,[-3.34830615 16.2098985 ],"[[20  5]
 [ 5  2]]",[14 16],0.08396097928570789,-0.3240160005145043,0.33471751467772093,0.01,-98.98825397004886
790,[-3.34913984 16.21311584],"[[20  5]
 [ 5  2]]",[14 16],0.08336958345429402,-0.3217337294684999,0.33235986539149454,0.01,-98.98935471050687
791,[-3.34996767 16.21631051],"[[20  5]
 [ 5  2]]",[14 16],0.08278235323686367,-0.31946753405184225,0.3300188226762193,0.01,-98.99043999900866
792,[-3.35078966 16.21948269],"[[20  5]
 [ 5  2]]",[14 16],0.0821992592920946,-0.31721730103264534,0.3276942695602182,0.01,-98.99151005246542
793,[-3.35160586 16.22263251],"[[20  5]
 [ 5  2]]",[14 16],0.08162027248529746,-0.3149829179765966,0.32538608989572004,0.01,-98.99256508474346
794,[-3.35241631 16.22576016],"[[20  5]
 [ 5  2]]",[14 16],0.08104536388707828,-0.3127642732413296,0.3230941683530763,0.01,-98.99360530670681
795,[-3.35322106 16.22886577],"[[20  5]
 [ 5  2]]",[14 16],0.08047450477171836,-0.3105612559708604,0.3208183904149692,0.01,-98.99463092625945
796,[-3.35402014 16.23194951],"[[20  5]
 [ 5  2]]",[14 16],0.07990766661590953,-0.30837375609003104,0.31855864237071535,0.01,-98.99564214838685
797,[-3.35481358 16.23501152],"[[20  5]
 [ 5  2]]",[14 16],0.07934482109722829,-0.3062016642990262,0.31631481131057504,0.01,-98.99663917519696
798,[-3.35560144 16.23805197],"[[20  5]
 [ 5  2]]",[14 16],0.0787859400927271,-0.30404487206790876,0.3140867851201094,0.01,-98.9976222059606
799,[-3.35638375 16.24107101],"[[20  5]
 [ 5  2]]",[14 16],0.07823099567758085,-0.301903271631188,0.31187445247458245,0.01,-98.99859143715119
800,[-3.35716055 16.24406877],"[[20  5]
 [ 5  2]]",[14 16],0.07767996012362666,-0.2997767559824407,0.30967770283338775,0.01,-98.99954706248421
801,[-3.35793188 16.24704543],"[[20  5]
 [ 5  2]]",[14 16],0.07713280589803517,-0.29766521886897124,0.3074964264345466,0.01,-99.00048927295566
802,[-3.35869778 16.25000111],"[[20  5]
 [ 5  2]]",[14 16],0.07658950566186462,-0.29556855478649346,0.30533051428919644,0.01,-99.00141825688056
803,[-3.35945828 16.25293598],"[[20  5]
 [ 5  2]]",[14 16],0.07605003226882445,-0.2934866589738583,0.3031798581761774,0.01,-99.00233419993023
804,[-3.36021342 16.25585017],"[[20  5]
 [ 5  2]]",[14 16],0.07551435876376011,-0.2914194274078188,0.3010443506365845,0.01,-99.00323728516967
805,[-3.36096324 16.25874384],"[[20  5]
 [ 5  2]]",[14 16],0.07498245838138295,-0.28936675679785395,0.2989238849684384,0.01,-99.00412769309406
806,[-3.36170779 16.26161712],"[[20  5]
 [ 5  2]]",[14 16],0.07445430454500368,-0.28732854458096924,0.29681835522133426,0.01,-99.0050056016648
807,[-3.36244709 16.26447017],"[[20  5]
 [ 5  2]]",[14 16],0.07392987086503844,-0.285304688916602,0.2947276561911357,0.01,-99.0058711863451
808,[-3.36318118 16.26730312],"[[20  5]
 [ 5  2]]",[14 16],0.07340913113785774,-0.2832950886815251,0.29265168341475223,0.01,-99.00672462013503
809,[-3.3639101  16.27011612],"[[20  5]
 [ 5  2]]",[14 16],0.07289205934436538,-0.2812996434647843,0.29059033316488225,0.01,-99.00756607360621
810,[-3.36463388 16.2729093 ],"[[20  5]
 [ 5  2]]",[14 16],0.07237862964872832,-0.2793182535627068,0.28854350244486243,0.01,-99.00839571493573
811,[-3.36535257 16.27568281],"[[20  5]
 [ 5  2]]",[14 16],0.07186881639711373,-0.2773508199738899,0.28651108898350014,0.01,-99.0092137099399
812,[-3.3660662  16.27843678],"[[20  5]
 [ 5  2]]",[14 16],0.0713625941163798,-0.27539724439427005,0.2844929912299712,0.01,-99.01002022210736
813,[-3.3667748  16.28117136],"[[20  5]
 [ 5  2]]",[14 16],0.07085993751283226,-0.2734574292122005,0.2824891083487435,0.01,-99.01081541263159
814,[-3.36747841 16.28388667],"[[20  5]
 [ 5  2]]",[14 16],0.0703608214708833,-0.27153127750359474,0.280499340214539,0.01,-99.0115994404434
815,[-3.36817706 16.28658286],"[[20  5]
 [ 5  2]]",[14 16],0.06986522105188087,-0.26961869302706987,0.2785235874073388,0.01,-99.01237246224251
816,[-3.36887079 16.28926005],"[[20  5]
 [ 5  2]]",[14 16],0.06937311149285996,-0.26771958021912035,0.2765617512073982,0.01,-99.01313463252905
817,[-3.36955963 16.29191839],"[[20  5]
 [ 5  2]]",[14 16],0.0688844682052494,-0.2658338441893786,0.2746137335903338,0.01,-99.01388610363404
818,[-3.37024363 16.294558  ],"[[20  5]
 [ 5  2]]",[14 16],0.06839926677366215,-0.26396139071585445,0.2726794372222126,0.01,-99.0146270257504
819,[-3.3709228  16.29717903],"[[20  5]
 [ 5  2]]",[14 16],0.0679174829547371,-0.2621021262402152,0.27075876545469163,0.01,-99.0153575469625
820,[-3.37159719 16.29978158],"[[20  5]
 [ 5  2]]",[14 16],0.06743909267580506,-0.26025595786314604,0.26885162232019255,0.01,-99.016077813276
821,[-3.37226683 16.30236581],"[[20  5]
 [ 5  2]]",[14 16],0.06696407203379628,-0.2584227933396761,0.26695791252710305,0.01,-99.01678796864692
822,[-3.37293176 16.30493184],"[[20  5]
 [ 5  2]]",[14 16],0.06649239729402368,-0.2566025410745709,0.2650775414550111,0.01,-99.0174881550105
823,[-3.373592   16.30747979],"[[20  5]
 [ 5  2]]",[14 16],0.0660240448889482,-0.25479511011777944,0.26321041514998833,0.01,-99.01817851230953
824,[-3.37424759 16.31000979],"[[20  5]
 [ 5  2]]",[14 16],0.06555899141704735,-0.2530004101598706,0.26135644031988814,0.01,-99.01885917852225
825,[-3.37489856 16.31252198],"[[20  5]
 [ 5  2]]",[14 16],0.06509721364162857,-0.2512183515275286,0.2595155243296878,0.01,-99.01953028969004
826,[-3.37554495 16.31501647],"[[20  5]
 [ 5  2]]",[14 16],0.06463868848968701,-0.2494488451790584,0.2576875751968508,0.01,-99.02019197994456
827,[-3.37618678 16.31749338],"[[20  5]
 [ 5  2]]",[14 16],0.06418339305070653,-0.2476918026999595,0.25587250158674174,0.01,-99.02084438153457
828,[-3.37682409 16.31995285],"[[20  5]
 [ 5  2]]",[14 16],0.06373130457556186,-0.2459471362984953,0.2540702128080615,0.01,-99.02148762485226
829,[-3.37745692 16.322395  ],"[[20  5]
 [ 5  2]]",[14 16],0.06328240047537292,-0.24421475880130217,0.2522806188083097,0.01,-99.02212183845955
830,[-3.37808528 16.32481995],"[[20  5]
 [ 5  2]]",[14 16],0.06283665832036434,-0.24249458364904442,0.2505036301692924,0.01,-99.02274714911357
831,[-3.37870922 16.32722781],"[[20  5]
 [ 5  2]]",[14 16],0.06239405583875168,-0.24078652489207997,0.24873915810264677,0.01,-99.02336368179199
832,[-3.37932877 16.32961872],"[[20  5]
 [ 5  2]]",[14 16],0.06195457091560286,-0.23909049718617936,0.24698711444541172,0.01,-99.02397155971813
833,[-3.37994395 16.33199278],"[[20  5]
 [ 5  2]]",[14 16],0.061518181591788235,-0.23740641578823762,0.24524741165561317,0.01,-99.02457090438558
834,[-3.3805548  16.33435012],"[[20  5]
 [ 5  2]]",[14 16],0.061084866062847354,-0.23573419655205718,0.2435199628078978,0.01,-99.02516183558232
835,[-3.38116135 16.33669086],"[[20  5]
 [ 5  2]]",[14 16],0.06065460267788225,-0.23407375592415747,0.24180468158919877,0.01,-99.0257444714149
836,[-3.38176362 16.33901511],"[[20  5]
 [ 5  2]]",[14 16],0.06022736993850586,-0.23242501093957202,0.24010148229440362,0.01,-99.02631892833179
837,[-3.38236165 16.34132299],"[[20  5]
 [ 5  2]]",[14 16],0.05980314649778329,-0.23078787921770427,0.23841027982207685,0.01,-99.02688532114688
838,[-3.38295547 16.34361461],"[[20  5]
 [ 5  2]]",[14 16],0.05938191115911451,-0.22916227895824015,0.23673098967022302,0.01,-99.02744376306225
839,[-3.38354511 16.3458901 ],"[[20  5]
 [ 5  2]]",[14 16],0.05896364287519873,-0.22754812893703402,0.23506352793204444,0.01,-99.02799436569089
840,[-3.38413059 16.34814955],"[[20  5]
 [ 5  2]]",[14 16],0.05854832074699701,-0.22594534850205505,0.2334078112917568,0.01,-99.02853723907907
841,[-3.38471195 16.35039309],"[[20  5]
 [ 5  2]]",[14 16],0.05813592402270196,-0.22435385756936377,0.23176375702043608,0.01,-99.02907249172814
842,[-3.38528921 16.35262082],"[[20  5]
 [ 5  2]]",[14 16],0.05772643209663997,-0.22277357661910813,0.23013128297186722,0.01,-99.02960023061647
843,[-3.38586241 16.35483287],"[[20  5]
 [ 5  2]]",[14 16],0.057319824508274664,-0.2212044266915587,0.22851030757845603,0.01,-99.03012056122049
844,[-3.38643157 16.35702933],"[[20  5]
 [ 5  2]]",[14 16],0.05691608094119438,-0.2196463293831421,0.22690074984713546,0.01,-99.03063358753614
845,[-3.38699673 16.35921032],"[[20  5]
 [ 5  2]]",[14 16],0.05651518122210675,-0.21809920684253825,0.2253025293553356,0.01,-99.03113941209949
846,[-3.3875579  16.36137595],"[[20  5]
 [ 5  2]]",[14 16],0.05611710531981906,-0.21656298176679378,0.22371556624696531,0.01,-99.03163813600713
847,[-3.38811511 16.36352633],"[[20  5]
 [ 5  2]]",[14 16],0.055721833344183125,-0.21503757739744955,0.22213978122839914,0.01,-99.0321298589365
848,[-3.38866841 16.36566156],"[[20  5]
 [ 5  2]]",[14 16],0.055329345545231945,-0.2135229175167055,0.22057509556454802,0.01,-99.03261467916586
849,[-3.3892178  16.36778175],"[[20  5]
 [ 5  2]]",[14 16],0.05493962231201799,-0.2120189264436334,0.21902143107490193,0.01,-99.0330926935938
850,[-3.38976333 16.369887  ],"[[20  5]
 [ 5  2]]",[14 16],0.054552644171788955,-0.21052552903036315,0.21747871012963108,0.01,-99.0335639977587
851,[-3.39030501 16.37197743],"[[20  5]
 [ 5  2]]",[14 16],0.05416839178894328,-0.2090426506583487,0.21594685564570945,0.01,-99.03402868585778
852,[-3.39084288 16.37405313],"[[20  5]
 [ 5  2]]",[14 16],0.053786845964070906,-0.20757021723462898,0.21442579108305454,0.01,-99.034486850766
853,[-3.39137696 16.37611421],"[[20  5]
 [ 5  2]]",[14 16],0.053407987632985154,-0.20610815518814185,0.21291544044071642,0.01,-99.03493858405437
854,[-3.39190728 16.37816078],"[[20  5]
 [ 5  2]]",[14 16],0.05303179786580259,-0.20465639146602754,0.21141572825306837,0.01,-99.0353839760086
855,[-3.39243386 16.38019292],"[[20  5]
 [ 5  2]]",[14 16],0.05265825786594647,-0.20321485352999602,0.20992657958604063,0.01,-99.03582311564709
856,[-3.39295674 16.38221076],"[[20  5]
 [ 5  2]]",[14 16],0.05228734896924969,-0.20178346935269253,0.20844792003337695,0.01,-99.03625609073839
857,[-3.39347593 16.38421438],"[[20  5]
 [ 5  2]]",[14 16],0.05191905264302932,-0.20036216741410584,0.20697967571292555,0.01,-99.03668298781906
858,[-3.39399146 16.38620389],"[[20  5]
 [ 5  2]]",[14 16],0.05155335048512377,-0.19895087669797462,0.20552177326291907,0.01,-99.03710389221096
859,[-3.39450336 16.38817938],"[[20  5]
 [ 5  2]]",[14 16],0.05119022422299224,-0.19754952668827386,0.2040741398383471,0.01,-99.03751888803819
860,[-3.39501166 16.39014097],"[[20  5]
 [ 5  2]]",[14 16],0.050829655712821165,-0.19615804736565678,0.202636703107288,0.01,-99.03792805824378
861,[-3.39551638 16.39208873],"[[20  5]
 [ 5  2]]",[14 16],0.05047162693855256,-0.19477636920398034,0.20120939124730158,0.01,-99.03833148460666
862,[-3.39601754 16.39402277],"[[20  5]
 [ 5  2]]",[14 16],0.05011612001103671,-0.19340442316682527,0.19979213294184797,0.01,-99.03872924775759
863,[-3.39651517 16.39594319],"[[20  5]
 [ 5  2]]",[14 16],0.04976311716717241,-0.1920421407040429,0.1983848573767291,0.01,-99.0391214271955
864,[-3.39700929 16.39785009],"[[20  5]
 [ 5  2]]",[14 16],0.0494126007689335,-0.19068945374832325,0.19698749423652234,0.01,-99.03950810130337
865,[-3.39749994 16.39974355],"[[20  5]
 [ 5  2]]",[14 16],0.04906455330256598,-0.1893462947118021,0.19559997370109472,0.01,-99.03988934736387
866,[-3.39798713 16.40162368],"[[20  5]
 [ 5  2]]",[14 16],0.04871895737765186,-0.1880125964826913,0.19422222644210618,0.01,-99.04026524157469
867,[-3.39847089 16.40349056],"[[20  5]
 [ 5  2]]",[14 16],0.04837579572626716,-0.18668829242191798,0.19285418361954476,0.01,-99.04063585906397
868,[-3.39895124 16.40534429],"[[20  5]
 [ 5  2]]",[14 16],0.04803505120210616,-0.1853733163597937,0.19149577687828293,0.01,-99.04100127390517
869,[-3.39942821 16.40718497],"[[20  5]
 [ 5  2]]",[14 16],0.04769670677966609,-0.18406760259269994,0.1901469383446643,0.01,-99.04136155913197
870,[-3.39990181 16.40901268],"[[20  5]
 [ 5  2]]",[14 16],0.04736074555337666,-0.18277108587982838,0.18880760062312982,0.01,-99.04171678675273
871,[-3.40037208 16.41082752],"[[20  5]
 [ 5  2]]",[14 16],0.04702715073668351,-0.18148370143990178,0.18747769679281362,0.01,-99.04206702776506
872,[-3.40083904 16.41262957],"[[20  5]
 [ 5  2]]",[14 16],0.04669590566135717,-0.18020538494793392,0.18615716040423325,0.01,-99.04241235216993
873,[-3.40130271 16.41441893],"[[20  5]
 [ 5  2]]",[14 16],0.04636699377649833,-0.17893607253203925,0.1848459254759516,0.01,-99.04275282898554
874,[-3.40176312 16.41619569],"[[20  5]
 [ 5  2]]",[14 16],0.0460403986477953,-0.1776757007702212,0.18354392649128193,0.01,-99.04308852626133
875,[-3.40222028 16.41795993],"[[20  5]
 [ 5  2]]",[14 16],0.045716103956742415,-0.17642420668721037,0.18225109839503081,0.01,-99.04341951109144
876,[-3.40267422 16.41971175],"[[20  5]
 [ 5  2]]",[14 16],0.04539409349975543,-0.17518152775130247,0.18096737659021556,0.01,-99.04374584962818
877,[-3.40312496 16.42145122],"[[20  5]
 [ 5  2]]",[14 16],0.04507435118736325,-0.1739476018712658,0.1796926969348675,0.01,-99.04406760709519
878,[-3.40357253 16.42317845],"[[20  5]
 [ 5  2]]",[14 16],0.044756861043454776,-0.17272236739320945,0.17842699573881174,0.01,-99.04438484780056
879,[-3.40401695 16.4248935 ],"[[20  5]
 [ 5  2]]",[14 16],0.044441607204428024,-0.1715057630975192,0.17717020976048725,0.01,-99.04469763514957
880,[-3.40445823 16.42659648],"[[20  5]
 [ 5  2]]",[14 16],0.044128573918415626,-0.17029772819579136,0.17592227620378467,0.01,-99.0450060316575
881,[-3.40489641 16.42828746],"[[20  5]
 [ 5  2]]",[14 16],0.043817745544515674,-0.16909820232779538,0.17468313271491312,0.01,-99.045310098962
882,[-3.4053315  16.42996653],"[[20  5]
 [ 5  2]]",[14 16],0.04350910655200124,-0.16790712555846632,0.17345271737929036,0.01,-99.04560989783553
883,[-3.40576353 16.43163378],"[[20  5]
 [ 5  2]]",[14 16],0.04320264151951747,-0.16672443837489936,0.17223096871843213,0.01,-99.04590548819742
884,[-3.40619251 16.43328928],"[[20  5]
 [ 5  2]]",[14 16],0.04289833513436392,-0.16555008168337437,0.17101782568689186,0.01,-99.04619692912578
885,[-3.40661847 16.43493312],"[[20  5]
 [ 5  2]]",[14 16],0.042596172191665005,-0.1643839968064249,0.1698132276692151,0.01,-99.04648427886946
886,[-3.40704143 16.43656538],"[[20  5]
 [ 5  2]]",[14 16],0.04229613759364348,-0.1632261254798788,0.16861711447689276,0.01,-99.04676759485966
887,[-3.40746142 16.43818615],"[[20  5]
 [ 5  2]]",[14 16],0.04199821634890277,-0.1620764098499663,0.1674294263453814,0.01,-99.04704693372136
888,[-3.40787844 16.43979549],"[[20  5]
 [ 5  2]]",[14 16],0.04170239357162764,-0.16093479247041031,0.16625010393108622,0.01,-99.04732235128459
889,[-3.40829253 16.44139351],"[[20  5]
 [ 5  2]]",[14 16],0.04140865448081321,-0.1598012162995861,0.16507908830841803,0.01,-99.04759390259568
890,[-3.4087037  16.44298026],"[[20  5]
 [ 5  2]]",[14 16],0.04111698439963618,-0.15867562469763286,0.16391632096683956,0.01,-99.0478616419283
891,[-3.40911197 16.44455584],"[[20  5]
 [ 5  2]]",[14 16],0.040827368754591475,-0.15755796142366307,0.16276174380794736,0.01,-99.0481256227941
892,[-3.40951737 16.44612032],"[[20  5]
 [ 5  2]]",[14 16],0.04053979307486344,-0.1564481706329186,0.16161529914256126,0.01,-99.04838589795371
893,[-3.40991991 16.44767379],"[[20  5]
 [ 5  2]]",[14 16],0.04025424299153002,-0.15534619687400486,0.1604769296878471,0.01,-99.04864251942692
894,[-3.41031962 16.4492163 ],"[[20  5]
 [ 5  2]]",[14 16],0.039970704236921506,-0.15425198508610194,0.15934657856445636,0.01,-99.04889553850343
895,[-3.41071651 16.45074796],"[[20  5]
 [ 5  2]]",[14 16],0.03968916264383893,-0.15316548059622548,0.15822418929367857,0.01,-99.04914500575298
896,[-3.41111061 16.45226883],"[[20  5]
 [ 5  2]]",[14 16],0.03940960414489503,-0.15208662911649284,0.15710970579462932,0.01,-99.04939097103531
897,[-3.41150193 16.45377898],"[[20  5]
 [ 5  2]]",[14 16],0.039132014771738,-0.1510153767414053,0.1560030723814249,0.01,-99.04963348351023
898,[-3.41189049 16.4552785 ],"[[20  5]
 [ 5  2]]",[14 16],0.0388563806544564,-0.14995166994516573,0.15490423376043644,0.01,-99.04987259164753
899,[-3.41227632 16.45676745],"[[20  5]
 [ 5  2]]",[14 16],0.03858268802081888,-0.1488954555789892,0.15381313502749558,0.01,-99.05010834323654
900,[-3.41265943 16.45824592],"[[20  5]
 [ 5  2]]",[14 16],0.03831092319559026,-0.14784668086845265,0.15272972166515755,0.01,-99.0503407853958
901,[-3.41303984 16.45971397],"[[20  5]
 [ 5  2]]",[14 16],0.0380410725999063,-0.14680529341086057,0.15165393953999418,0.01,-99.05056996458238
902,[-3.41341757 16.46117168],"[[20  5]
 [ 5  2]]",[14 16],0.03777312275045297,-0.14577124117264262,0.15058573489986868,0.01,-99.05079592660118
903,[-3.41379264 16.46261913],"[[20  5]
 [ 5  2]]",[14 16],0.037507060259008185,-0.14474447248670863,0.14952505437126054,0.01,-99.05101871661404
904,[-3.41416507 16.46405638],"[[20  5]
 [ 5  2]]",[14 16],0.03724287183153763,-0.14372493604992442,0.14847184495659507,0.01,-99.05123837914897
905,[-3.41453487 16.4654835 ],"[[20  5]
 [ 5  2]]",[14 16],0.03698054426773112,-0.14271258092050232,0.14742605403160103,0.01,-99.05145495810875
906,[-3.41490207 16.46690058],"[[20  5]
 [ 5  2]]",[14 16],0.03672006446019971,-0.14170735651548227,0.14638762934267097,0.01,-99.05166849678
907,[-3.41526669 16.46830767],"[[20  5]
 [ 5  2]]",[14 16],0.036461419393925,-0.1407092126081846,0.1453565190042572,0.01,-99.05187903784163
908,[-3.41562873 16.46970485],"[[20  5]
 [ 5  2]]",[14 16],0.03620459614556282,-0.13971809932571233,0.14433267149627943,0.01,-99.05208662337341
909,[-3.41598823 16.47109219],"[[20  5]
 [ 5  2]]",[14 16],0.03594958188275221,-0.13873396714647335,0.1433160356615527,0.01,-99.05229129486445
910,[-3.41634519 16.47246976],"[[20  5]
 [ 5  2]]",[14 16],0.03569636386351327,-0.13775676689768268,0.14230656070321854,0.01,-99.05249309322139
911,[-3.41669964 16.47383762],"[[20  5]
 [ 5  2]]",[14 16],0.03544492943570532,-0.13678644975290233,0.14130419618222737,0.01,-99.0526920587767
912,[-3.41705159 16.47519585],"[[20  5]
 [ 5  2]]",[14 16],0.035195266036200934,-0.1358229672296325,0.14030889201479993,0.01,-99.05288823129662
913,[-3.41740107 16.47654451],"[[20  5]
 [ 5  2]]",[14 16],0.034947361190434734,-0.13486627118685135,0.13932059846993206,0.01,-99.05308164998918
914,[-3.41774808 16.47788368],"[[20  5]
 [ 5  2]]",[14 16],0.0347012025117035,-0.13391631382263292,0.13833926616691358,0.01,-99.05327235351203
915,[-3.41809265 16.47921341],"[[20  5]
 [ 5  2]]",[14 16],0.03445677770049471,-0.132973047671765,0.1373648460728537,0.01,-99.05346037998008
916,[-3.41843479 16.48053377],"[[20  5]
 [ 5  2]]",[14 16],0.034214074543996276,-0.13203642560335282,0.13639728950023844,0.01,-99.0536457669733
917,[-3.41877452 16.48184484],"[[20  5]
 [ 5  2]]",[14 16],0.03397308091536644,-0.13110640081848324,0.13543654810448624,0.01,-99.05382855154404
918,[-3.41911186 16.48314667],"[[20  5]
 [ 5  2]]",[14 16],0.033733784773213316,-0.13018292684788157,0.1344825738815493,0.01,-99.05400877022458
919,[-3.41944682 16.48443932],"[[20  5]
 [ 5  2]]",[14 16],0.03349617416096784,-0.12926595754958647,0.13353531916550535,0.01,-99.05418645903427
920,[-3.41977942 16.48572288],"[[20  5]
 [ 5  2]]",[14 16],0.033260237206265586,-0.12835544710663882,0.13259473662616555,0.01,-99.05436165348694
921,[-3.42010968 16.48699739],"[[20  5]
 [ 5  2]]",[14 16],0.03302596212033215,-0.12745135002482044,0.13166077926673117,0.01,-99.05453438859779
922,[-3.42043761 16.48826293],"[[20  5]
 [ 5  2]]",[14 16],0.032793337197514205,-0.12655362113033775,0.13073340042143378,0.01,-99.05470469889059
923,[-3.42076324 16.48951955],"[[20  5]
 [ 5  2]]",[14 16],0.032562350814528074,-0.12566221556760837,0.129812553753204,0.01,-99.05487261840435
924,[-3.42108657 16.49076732],"[[20  5]
 [ 5  2]]",[14 16],0.032332991430006786,-0.12477708879698213,0.12889819325135188,0.01,-99.05503818070034
925,[-3.42140762 16.4920063 ],"[[20  5]
 [ 5  2]]",[14 16],0.032105247583860574,-0.12389819659254186,0.1279902732292776,0.01,-99.05520141886865
926,[-3.42172641 16.49323656],"[[20  5]
 [ 5  2]]",[14 16],0.03187910789671555,-0.12302549503988303,0.1270887483221812,0.01,-99.05536236553489
927,[-3.42204296 16.49445815],"[[20  5]
 [ 5  2]]",[14 16],0.031654561069370146,-0.12215894053391807,0.1261935734848008,0.01,-99.05552105286667
928,[-3.42235727 16.49567113],"[[20  5]
 [ 5  2]]",[14 16],0.03143159588218758,-0.12129848977670754,0.12530470398916066,0.01,-99.05567751258009
929,[-3.42266938 16.49687557],"[[20  5]
 [ 5  2]]",[14 16],0.031210201194593168,-0.12044409977528403,0.12442209542233872,0.01,-99.05583177594592
930,[-3.42297928 16.49807153],"[[20  5]
 [ 5  2]]",[14 16],0.03099036594443838,-0.11959572783950811,0.12354570368423137,0.01,-99.05598387379598
931,[-3.423287   16.49925906],"[[20  5]
 [ 5  2]]",[14 16],0.03077207914751412,-0.11875333157994206,0.12267548498537324,0.01,-99.05613383652934
932,[-3.42359255 16.50043823],"[[20  5]
 [ 5  2]]",[14 16],0.030555329897010708,-0.1179168689057164,0.1218113958447364,0.01,-99.05628169411838
933,[-3.42389595 16.5016091 ],"[[20  5]
 [ 5  2]]",[14 16],0.030340107362894386,-0.11708629802245518,0.12095339308756556,0.01,-99.05642747611456
